customer_id,account_id,subscription_type,subscription_amount,subscription_operating_cost,subscription_duration,cancel_validation,cancel_reason
STRM-104210,ACC-104212,tier 2,7,3,432,no,
STRM-104211,ACC-104213,tier 2,7,3,277,no,
STRM-104212,ACC-104214,tier 1,10,3,358,no,
STRM-104213,ACC-104215,tier 2,7,3,453,no,
STRM-104214,ACC-104216,tier 3,5,3,474,no,
STRM-104215,ACC-104217,tier 1,10,3,55,yes,too expensive
STRM-104216,ACC-104218,tier 2,7,3,461,no,
STRM-104217,ACC-104219,tier 2,7,3,557,no,
STRM-104218,ACC-104220,tier 2,7,3,566,no,
STRM-104219,ACC-104221,tier 2,7,3,442,no,
STRM-104220,ACC-104222,tier 2,7,3,123,yes,switch to competitor
STRM-104221,ACC-104223,tier 3,5,3,583,no,
STRM-104222,ACC-104224,tier 3,5,3,166,yes,too expensive
STRM-104223,ACC-104225,tier 2,7,3,159,yes,not enough content
STRM-104224,ACC-104226,tier 2,7,3,530,no,
STRM-104225,ACC-104227,tier 2,7,3,406,no,
STRM-104226,ACC-104228,tier 2,7,3,419,no,
STRM-104227,ACC-104229,tier 2,7,3,80,yes,too expensive
STRM-104228,ACC-104230,tier 1,10,3,455,no,
STRM-104229,ACC-104231,tier 2,7,3,456,no,
STRM-104230,ACC-104232,tier 2,7,3,545,no,
STRM-104231,ACC-104233,tier 2,7,3,484,no,
STRM-104232,ACC-104234,tier 3,5,3,153,yes,not enough content
STRM-104233,ACC-104235,tier 1,10,3,430,no,
STRM-104234,ACC-104236,tier 2,7,3,482,no,
STRM-104235,ACC-104237,tier 1,10,3,249,no,
STRM-104236,ACC-104238,tier 3,5,3,234,no,
STRM-104237,ACC-104239,tier 2,7,3,48,yes,not enough content
STRM-104238,ACC-104240,tier 2,7,3,2,yes,too expensive
STRM-104239,ACC-104241,tier 2,7,3,66,yes,not enough content
STRM-104240,ACC-104242,tier 2,7,3,25,yes,switch to competitor
STRM-104241,ACC-104243,tier 3,5,3,454,no,
STRM-104242,ACC-104244,tier 2,7,3,425,no,
STRM-104243,ACC-104245,tier 2,7,3,505,no,
STRM-104244,ACC-104246,tier 3,5,3,388,no,
STRM-104245,ACC-104247,tier 2,7,3,507,no,
STRM-104246,ACC-104248,tier 1,10,3,469,no,
STRM-104247,ACC-104249,tier 2,7,3,383,no,
STRM-104248,ACC-104250,tier 3,5,3,583,no,
STRM-104249,ACC-104251,tier 2,7,3,379,no,
STRM-104250,ACC-104252,tier 1,10,3,145,yes,not enough content
STRM-104251,ACC-104253,tier 2,7,3,292,yes,too expensive
STRM-104252,ACC-104254,tier 2,7,3,427,no,
STRM-104253,ACC-104255,tier 1,10,3,260,no,
STRM-104254,ACC-104256,tier 2,7,3,246,yes,switch to competitor
STRM-104255,ACC-104257,tier 3,5,3,468,no,
STRM-104256,ACC-104258,tier 2,7,3,523,no,
STRM-104257,ACC-104259,tier 2,7,3,31,yes,switch to competitor
STRM-104258,ACC-104260,tier 2,7,3,281,yes,not enough content
STRM-104259,ACC-104261,tier 1,10,3,397,no,
STRM-104260,ACC-104262,tier 3,5,3,309,no,
STRM-104261,ACC-104263,tier 2,7,3,263,no,
STRM-104262,ACC-104264,tier 2,7,3,534,no,
STRM-104263,ACC-104265,tier 2,7,3,563,no,
STRM-104264,ACC-104266,tier 2,7,3,363,no,
STRM-104265,ACC-104267,tier 2,7,3,513,no,
STRM-104266,ACC-104268,tier 1,10,3,426,no,
STRM-104267,ACC-104269,tier 3,5,3,163,yes,not enough content
STRM-104268,ACC-104270,tier 3,5,3,340,no,
STRM-104269,ACC-104271,tier 2,7,3,117,yes,too expensive
STRM-104270,ACC-104272,tier 3,5,3,564,no,
STRM-104271,ACC-104273,tier 1,10,3,232,no,
STRM-104272,ACC-104274,tier 2,7,3,274,no,
STRM-104273,ACC-104275,tier 2,7,3,340,no,
STRM-104274,ACC-104276,tier 2,7,3,511,no,
STRM-104275,ACC-104277,tier 2,7,3,407,no,
STRM-104276,ACC-104278,tier 2,7,3,536,no,
STRM-104277,ACC-104279,tier 1,10,3,458,no,
STRM-104278,ACC-104280,tier 2,7,3,505,no,
STRM-104279,ACC-104281,tier 1,10,3,531,no,
STRM-104280,ACC-104282,tier 2,7,3,455,no,
STRM-104281,ACC-104283,tier 1,10,3,16,yes,switch to competitor
STRM-104282,ACC-104284,tier 1,10,3,440,no,
STRM-104283,ACC-104285,tier 2,7,3,107,yes,too expensive
STRM-104284,ACC-104286,tier 2,7,3,450,no,
STRM-104285,ACC-104287,tier 3,5,3,274,no,
STRM-104286,ACC-104288,tier 2,7,3,51,yes,not enough content
STRM-104287,ACC-104289,tier 2,7,3,457,no,
STRM-104288,ACC-104290,tier 3,5,3,264,no,
STRM-104289,ACC-104291,tier 2,7,3,469,no,
STRM-104290,ACC-104292,tier 1,10,3,178,yes,switch to competitor
STRM-104291,ACC-104293,tier 2,7,3,374,no,
STRM-104292,ACC-104294,tier 3,5,3,546,no,
STRM-104293,ACC-104295,tier 2,7,3,254,no,
STRM-104294,ACC-104296,tier 2,7,3,442,no,
STRM-104295,ACC-104297,tier 1,10,3,567,no,
STRM-104296,ACC-104298,tier 1,10,3,248,no,
STRM-104297,ACC-104299,tier 2,7,3,463,no,
STRM-104298,ACC-104300,tier 2,7,3,46,yes,too expensive
STRM-104299,ACC-104301,tier 1,10,3,395,no,
STRM-104300,ACC-104302,tier 3,5,3,325,no,
STRM-104301,ACC-104303,tier 3,5,3,489,no,
STRM-104302,ACC-104304,tier 2,7,3,56,yes,too expensive
STRM-104303,ACC-104305,tier 3,5,3,91,yes,too expensive
STRM-104304,ACC-104306,tier 1,10,3,546,no,
STRM-104305,ACC-104307,tier 2,7,3,549,no,
STRM-104306,ACC-104308,tier 2,7,3,398,no,
STRM-104307,ACC-104309,tier 3,5,3,109,yes,too expensive
STRM-104308,ACC-104310,tier 3,5,3,290,no,
STRM-104309,ACC-104311,tier 2,7,3,313,no,
STRM-104310,ACC-104312,tier 3,5,3,296,yes,too expensive
STRM-104311,ACC-104313,tier 1,10,3,390,no,
STRM-104312,ACC-104314,tier 3,5,3,262,no,
STRM-104313,ACC-104315,tier 3,5,3,197,yes,switch to competitor
STRM-104314,ACC-104316,tier 1,10,3,136,yes,too expensive
STRM-104315,ACC-104317,tier 2,7,3,522,no,
STRM-104316,ACC-104318,tier 1,10,3,276,no,
STRM-104317,ACC-104319,tier 2,7,3,550,no,
STRM-104318,ACC-104320,tier 2,7,3,556,no,
STRM-104319,ACC-104321,tier 2,7,3,130,yes,switch to competitor
STRM-104320,ACC-104322,tier 3,5,3,74,yes,too expensive
STRM-104321,ACC-104323,tier 2,7,3,360,no,
STRM-104322,ACC-104324,tier 2,7,3,235,no,
STRM-104323,ACC-104325,tier 3,5,3,231,no,
STRM-104324,ACC-104326,tier 3,5,3,252,yes,not enough content
STRM-104325,ACC-104327,tier 1,10,3,12,yes,not enough content
STRM-104326,ACC-104328,tier 3,5,3,264,yes,too expensive
STRM-104327,ACC-104329,tier 1,10,3,386,no,
STRM-104328,ACC-104330,tier 3,5,3,265,no,
STRM-104329,ACC-104331,tier 2,7,3,93,yes,not enough content
STRM-104330,ACC-104332,tier 1,10,3,236,no,
STRM-104331,ACC-104333,tier 2,7,3,75,yes,switch to competitor
STRM-104332,ACC-104334,tier 2,7,3,315,no,
STRM-104333,ACC-104335,tier 2,7,3,141,yes,too expensive
STRM-104334,ACC-104336,tier 1,10,3,52,yes,switch to competitor
STRM-104334,ACC-104337,tier 2,7,3,52,yes,too expensive
STRM-104335,ACC-104338,tier 3,5,3,100,yes,not enough content
STRM-104336,ACC-104339,tier 2,7,3,306,yes,switch to competitor
STRM-104337,ACC-104340,tier 1,10,3,356,no,
STRM-104338,ACC-104341,tier 2,7,3,533,no,
STRM-104339,ACC-104342,tier 1,10,3,249,no,
STRM-104340,ACC-104343,tier 3,5,3,277,no,
STRM-104341,ACC-104344,tier 3,5,3,493,no,
STRM-104342,ACC-104345,tier 2,7,3,344,no,
STRM-104343,ACC-104346,tier 2,7,3,336,no,
STRM-104344,ACC-104347,tier 3,5,3,42,yes,not enough content
STRM-104345,ACC-104348,tier 2,7,3,313,no,
STRM-104346,ACC-104349,tier 3,5,3,550,no,
STRM-104347,ACC-104350,tier 2,7,3,529,no,
STRM-104348,ACC-104351,tier 3,5,3,285,no,
STRM-104349,ACC-104352,tier 2,7,3,234,no,
STRM-104350,ACC-104353,tier 2,7,3,243,no,
STRM-104351,ACC-104354,tier 3,5,3,400,no,
STRM-104352,ACC-104355,tier 2,7,3,501,no,
STRM-104353,ACC-104356,tier 2,7,3,423,no,
STRM-104354,ACC-104357,tier 1,10,3,422,no,
STRM-104355,ACC-104358,tier 2,7,3,263,no,
STRM-104356,ACC-104359,tier 2,7,3,38,yes,not enough content
STRM-104357,ACC-104360,tier 1,10,3,345,no,
STRM-104358,ACC-104361,tier 1,10,3,62,yes,too expensive
STRM-104359,ACC-104362,tier 2,7,3,272,no,
STRM-104360,ACC-104363,tier 3,5,3,284,no,
STRM-104361,ACC-104364,tier 2,7,3,302,no,
STRM-104362,ACC-104365,tier 1,10,3,447,no,
STRM-104363,ACC-104366,tier 2,7,3,53,yes,switch to competitor
STRM-104364,ACC-104367,tier 1,10,3,464,no,
STRM-104365,ACC-104368,tier 2,7,3,160,yes,not enough content
STRM-104366,ACC-104369,tier 1,10,3,215,yes,too expensive
STRM-104367,ACC-104370,tier 1,10,3,427,no,
STRM-104368,ACC-104371,tier 1,10,3,261,no,
STRM-104369,ACC-104372,tier 2,7,3,501,no,
STRM-104370,ACC-104373,tier 1,10,3,55,yes,too expensive
STRM-104371,ACC-104374,tier 2,7,3,305,no,
STRM-104372,ACC-104375,tier 2,7,3,497,no,
STRM-104373,ACC-104376,tier 2,7,3,15,yes,too expensive
STRM-104374,ACC-104377,tier 2,7,3,567,no,
STRM-104375,ACC-104378,tier 3,5,3,60,yes,not enough content
STRM-104376,ACC-104379,tier 1,10,3,467,no,
STRM-104377,ACC-104380,tier 2,7,3,564,no,
STRM-104378,ACC-104381,tier 1,10,3,165,yes,too expensive
STRM-104379,ACC-104382,tier 1,10,3,484,no,
STRM-104380,ACC-104383,tier 2,7,3,539,no,
STRM-104381,ACC-104384,tier 2,7,3,311,no,
STRM-104382,ACC-104385,tier 3,5,3,297,no,
STRM-104383,ACC-104386,tier 2,7,3,528,no,
STRM-104384,ACC-104387,tier 3,5,3,571,no,
STRM-104385,ACC-104388,tier 1,10,3,140,yes,switch to competitor
STRM-104386,ACC-104389,tier 1,10,3,437,no,
STRM-104387,ACC-104390,tier 1,10,3,60,yes,switch to competitor
STRM-104388,ACC-104391,tier 1,10,3,189,yes,not enough content
STRM-104389,ACC-104392,tier 2,7,3,210,yes,switch to competitor
STRM-104390,ACC-104393,tier 2,7,3,199,yes,too expensive
STRM-104391,ACC-104394,tier 1,10,3,518,no,
STRM-104392,ACC-104395,tier 3,5,3,496,no,
STRM-104393,ACC-104396,tier 3,5,3,254,yes,not enough content
STRM-104394,ACC-104397,tier 2,7,3,573,no,
STRM-104395,ACC-104398,tier 1,10,3,433,no,
STRM-104396,ACC-104399,tier 1,10,3,283,no,
STRM-104397,ACC-104400,tier 1,10,3,252,yes,too expensive
STRM-104398,ACC-104401,tier 1,10,3,585,no,
STRM-104399,ACC-104402,tier 2,7,3,194,yes,not enough content
STRM-104400,ACC-104403,tier 1,10,3,283,no,
STRM-104401,ACC-104404,tier 2,7,3,251,no,
STRM-104402,ACC-104405,tier 3,5,3,347,no,
STRM-104403,ACC-104406,tier 2,7,3,351,no,
STRM-104404,ACC-104407,tier 3,5,3,260,no,
STRM-104405,ACC-104408,tier 1,10,3,424,no,
STRM-104406,ACC-104409,tier 2,7,3,496,no,
STRM-104407,ACC-104410,tier 2,7,3,411,no,
STRM-104407,ACC-104411,tier 1,10,3,411,no,
STRM-104408,ACC-104412,tier 1,10,3,305,yes,not enough content
STRM-104409,ACC-104413,tier 2,7,3,545,no,
STRM-104410,ACC-104414,tier 2,7,3,63,yes,too expensive
STRM-104411,ACC-104415,tier 2,7,3,541,no,
STRM-104412,ACC-104416,tier 2,7,3,347,no,
STRM-104413,ACC-104417,tier 2,7,3,516,no,
STRM-104414,ACC-104418,tier 1,10,3,352,no,
STRM-104415,ACC-104419,tier 2,7,3,296,no,
STRM-104416,ACC-104420,tier 1,10,3,484,no,
STRM-104417,ACC-104421,tier 1,10,3,315,no,
STRM-104418,ACC-104422,tier 3,5,3,477,no,
STRM-104419,ACC-104423,tier 2,7,3,259,no,
STRM-104420,ACC-104424,tier 2,7,3,569,no,
STRM-104421,ACC-104425,tier 2,7,3,303,no,
STRM-104422,ACC-104426,tier 2,7,3,345,no,
STRM-104423,ACC-104427,tier 1,10,3,427,no,
STRM-104424,ACC-104428,tier 1,10,3,361,no,
STRM-104425,ACC-104429,tier 1,10,3,246,yes,switch to competitor
STRM-104426,ACC-104430,tier 3,5,3,326,no,
STRM-104427,ACC-104431,tier 2,7,3,237,no,
STRM-104428,ACC-104432,tier 2,7,3,334,no,
STRM-104429,ACC-104433,tier 2,7,3,171,yes,switch to competitor
STRM-104430,ACC-104434,tier 3,5,3,474,no,
STRM-104431,ACC-104435,tier 1,10,3,279,no,
STRM-104432,ACC-104436,tier 2,7,3,414,no,
STRM-104433,ACC-104437,tier 2,7,3,570,no,
STRM-104434,ACC-104438,tier 3,5,3,472,no,
STRM-104435,ACC-104439,tier 3,5,3,226,no,
STRM-104436,ACC-104440,tier 1,10,3,284,no,
STRM-104437,ACC-104441,tier 3,5,3,501,no,
STRM-104438,ACC-104442,tier 3,5,3,101,yes,not enough content
STRM-104439,ACC-104443,tier 1,10,3,399,no,
STRM-104440,ACC-104444,tier 2,7,3,337,no,
STRM-104441,ACC-104445,tier 2,7,3,322,no,
STRM-104442,ACC-104446,tier 3,5,3,562,no,
STRM-104443,ACC-104447,tier 1,10,3,290,no,
STRM-104444,ACC-104448,tier 3,5,3,435,no,
STRM-104445,ACC-104449,tier 2,7,3,352,no,
STRM-104446,ACC-104450,tier 2,7,3,196,yes,too expensive
STRM-104447,ACC-104451,tier 2,7,3,507,no,
STRM-104448,ACC-104452,tier 2,7,3,271,yes,too expensive
STRM-104449,ACC-104453,tier 3,5,3,331,no,
STRM-104450,ACC-104454,tier 3,5,3,547,no,
STRM-104451,ACC-104455,tier 3,5,3,548,no,
STRM-104452,ACC-104456,tier 1,10,3,272,no,
STRM-104453,ACC-104457,tier 2,7,3,361,no,
STRM-104454,ACC-104458,tier 1,10,3,513,no,
STRM-104455,ACC-104459,tier 2,7,3,482,no,
STRM-104456,ACC-104460,tier 2,7,3,252,no,
STRM-104457,ACC-104461,tier 2,7,3,27,yes,not enough content
STRM-104458,ACC-104462,tier 2,7,3,524,no,
STRM-104459,ACC-104463,tier 3,5,3,294,no,
STRM-104460,ACC-104464,tier 1,10,3,237,yes,switch to competitor
STRM-104461,ACC-104465,tier 2,7,3,520,no,
STRM-104462,ACC-104466,tier 2,7,3,58,yes,too expensive
STRM-104463,ACC-104467,tier 1,10,3,317,no,
STRM-104464,ACC-104468,tier 1,10,3,526,no,
STRM-104465,ACC-104469,tier 3,5,3,435,no,
STRM-104466,ACC-104470,tier 3,5,3,329,yes,switch to competitor
STRM-104467,ACC-104471,tier 3,5,3,158,yes,switch to competitor
STRM-104468,ACC-104472,tier 3,5,3,235,no,
STRM-104469,ACC-104473,tier 1,10,3,463,no,
STRM-104470,ACC-104474,tier 2,7,3,585,no,
STRM-104471,ACC-104475,tier 2,7,3,368,no,
STRM-104472,ACC-104476,tier 2,7,3,248,no,
STRM-104473,ACC-104477,tier 2,7,3,396,no,
STRM-104474,ACC-104478,tier 2,7,3,133,yes,not enough content
STRM-104475,ACC-104479,tier 2,7,3,462,no,
STRM-104476,ACC-104480,tier 2,7,3,260,yes,not enough content
STRM-104477,ACC-104481,tier 1,10,3,355,no,
STRM-104478,ACC-104482,tier 2,7,3,256,no,
STRM-104479,ACC-104483,tier 2,7,3,437,no,
STRM-104480,ACC-104484,tier 2,7,3,458,no,
STRM-104481,ACC-104485,tier 1,10,3,347,yes,switch to competitor
STRM-104482,ACC-104486,tier 2,7,3,484,no,
STRM-104483,ACC-104487,tier 1,10,3,453,no,
STRM-104484,ACC-104488,tier 2,7,3,492,no,
STRM-104485,ACC-104489,tier 3,5,3,23,yes,too expensive
STRM-104486,ACC-104490,tier 2,7,3,374,no,
STRM-104487,ACC-104491,tier 2,7,3,264,no,
STRM-104488,ACC-104492,tier 2,7,3,94,yes,too expensive
STRM-104489,ACC-104493,tier 2,7,3,256,yes,not enough content
STRM-104490,ACC-104494,tier 3,5,3,335,no,
STRM-104491,ACC-104495,tier 2,7,3,500,no,
STRM-104492,ACC-104496,tier 2,7,3,328,no,
STRM-104493,ACC-104497,tier 2,7,3,409,no,
STRM-104494,ACC-104498,tier 1,10,3,356,no,
STRM-104495,ACC-104499,tier 2,7,3,36,yes,switch to competitor
STRM-104496,ACC-104500,tier 2,7,3,81,yes,too expensive
STRM-104497,ACC-104501,tier 2,7,3,571,no,
STRM-104498,ACC-104502,tier 2,7,3,336,no,
STRM-104499,ACC-104503,tier 2,7,3,181,yes,too expensive
STRM-104500,ACC-104504,tier 1,10,3,219,yes,not enough content
STRM-104501,ACC-104505,tier 2,7,3,469,no,
STRM-104502,ACC-104506,tier 2,7,3,307,yes,switch to competitor
STRM-104503,ACC-104507,tier 2,7,3,493,no,
STRM-104504,ACC-104508,tier 1,10,3,55,yes,too expensive
STRM-104505,ACC-104509,tier 2,7,3,253,yes,not enough content
STRM-104506,ACC-104510,tier 3,5,3,254,no,
STRM-104507,ACC-104511,tier 1,10,3,82,yes,too expensive
STRM-104508,ACC-104512,tier 2,7,3,235,no,
STRM-104509,ACC-104513,tier 1,10,3,299,no,
STRM-104510,ACC-104514,tier 2,7,3,242,yes,too expensive
STRM-104511,ACC-104515,tier 2,7,3,341,no,
STRM-104512,ACC-104516,tier 2,7,3,515,no,
STRM-104513,ACC-104517,tier 2,7,3,64,yes,too expensive
STRM-104514,ACC-104518,tier 3,5,3,165,yes,not enough content
STRM-104515,ACC-104519,tier 1,10,3,498,no,
STRM-104516,ACC-104520,tier 1,10,3,515,no,
STRM-104517,ACC-104521,tier 3,5,3,258,no,
STRM-104518,ACC-104522,tier 2,7,3,533,no,
STRM-104519,ACC-104523,tier 3,5,3,490,no,
STRM-104520,ACC-104524,tier 2,7,3,236,no,
STRM-104521,ACC-104525,tier 3,5,3,512,no,
STRM-104522,ACC-104526,tier 2,7,3,47,yes,switch to competitor
STRM-104523,ACC-104527,tier 2,7,3,467,no,
STRM-104524,ACC-104528,tier 3,5,3,296,no,
STRM-104525,ACC-104529,tier 2,7,3,415,no,
STRM-104526,ACC-104530,tier 1,10,3,558,no,
STRM-104527,ACC-104531,tier 2,7,3,41,yes,not enough content
STRM-104528,ACC-104532,tier 1,10,3,352,no,
STRM-104529,ACC-104533,tier 1,10,3,506,no,
STRM-104530,ACC-104534,tier 2,7,3,343,yes,switch to competitor
STRM-104531,ACC-104535,tier 2,7,3,516,no,
STRM-104532,ACC-104536,tier 2,7,3,1,yes,too expensive
STRM-104533,ACC-104537,tier 2,7,3,297,no,
STRM-104534,ACC-104538,tier 2,7,3,356,no,
STRM-104535,ACC-104539,tier 1,10,3,290,yes,switch to competitor
STRM-104536,ACC-104540,tier 1,10,3,404,no,
STRM-104537,ACC-104541,tier 1,10,3,515,no,
STRM-104538,ACC-104542,tier 2,7,3,546,no,
STRM-104539,ACC-104543,tier 1,10,3,449,no,
STRM-104540,ACC-104544,tier 2,7,3,396,no,
STRM-104541,ACC-104545,tier 2,7,3,260,no,
STRM-104542,ACC-104546,tier 3,5,3,522,no,
STRM-104543,ACC-104547,tier 1,10,3,39,yes,too expensive
STRM-104544,ACC-104548,tier 2,7,3,188,yes,too expensive
STRM-104545,ACC-104549,tier 2,7,3,393,no,
STRM-104546,ACC-104550,tier 3,5,3,247,no,
STRM-104547,ACC-104551,tier 3,5,3,368,no,
STRM-104548,ACC-104552,tier 1,10,3,54,yes,not enough content
STRM-104549,ACC-104553,tier 1,10,3,145,yes,too expensive
STRM-104550,ACC-104554,tier 3,5,3,479,no,
STRM-104551,ACC-104555,tier 2,7,3,319,no,
STRM-104552,ACC-104556,tier 2,7,3,103,yes,not enough content
STRM-104553,ACC-104557,tier 2,7,3,532,no,
STRM-104554,ACC-104558,tier 2,7,3,298,no,
STRM-104555,ACC-104559,tier 3,5,3,563,no,
STRM-104556,ACC-104560,tier 3,5,3,53,yes,switch to competitor
STRM-104557,ACC-104561,tier 2,7,3,198,yes,switch to competitor
STRM-104558,ACC-104562,tier 2,7,3,365,no,
STRM-104559,ACC-104563,tier 3,5,3,474,no,
STRM-104560,ACC-104564,tier 1,10,3,448,no,
STRM-104561,ACC-104565,tier 1,10,3,219,yes,too expensive
STRM-104562,ACC-104566,tier 3,5,3,16,yes,
STRM-104563,ACC-104567,tier 2,7,3,557,no,
STRM-104564,ACC-104568,tier 1,10,3,215,yes,too expensive
STRM-104565,ACC-104569,tier 1,10,3,532,no,
STRM-104566,ACC-104570,tier 3,5,3,459,no,
STRM-104567,ACC-104571,tier 2,7,3,541,no,
STRM-104568,ACC-104572,tier 2,7,3,517,no,
STRM-104569,ACC-104573,tier 1,10,3,291,no,
STRM-104570,ACC-104574,tier 3,5,3,272,no,
STRM-104571,ACC-104575,tier 3,5,3,86,yes,not enough content
STRM-104572,ACC-104576,tier 2,7,3,456,no,
STRM-104573,ACC-104577,tier 2,7,3,59,yes,not enough content
STRM-104574,ACC-104578,tier 1,10,3,476,no,
STRM-104575,ACC-104579,tier 3,5,3,99,yes,not enough content
STRM-104576,ACC-104580,tier 2,7,3,541,no,
STRM-104577,ACC-104581,tier 3,5,3,456,no,
STRM-104578,ACC-104582,tier 2,7,3,579,no,
STRM-104579,ACC-104583,tier 3,5,3,403,no,
STRM-104580,ACC-104584,tier 3,5,3,378,no,
STRM-104581,ACC-104585,tier 2,7,3,278,no,
STRM-104582,ACC-104586,tier 3,5,3,367,no,
STRM-104583,ACC-104587,tier 2,7,3,307,no,
STRM-104584,ACC-104588,tier 1,10,3,517,no,
STRM-104585,ACC-104589,tier 2,7,3,329,no,
STRM-104586,ACC-104590,tier 2,7,3,360,no,
STRM-104587,ACC-104591,tier 2,7,3,388,no,
STRM-104588,ACC-104592,tier 1,10,3,553,no,
STRM-104589,ACC-104593,tier 2,7,3,248,yes,switch to competitor
STRM-104590,ACC-104594,tier 2,7,3,429,no,
STRM-104591,ACC-104595,tier 2,7,3,580,no,
STRM-104592,ACC-104596,tier 2,7,3,316,yes,not enough content
STRM-104593,ACC-104597,tier 2,7,3,307,no,
STRM-104594,ACC-104598,tier 1,10,3,274,yes,switch to competitor
STRM-104595,ACC-104599,tier 2,7,3,24,yes,not enough content
STRM-104596,ACC-104600,tier 2,7,3,351,no,
STRM-104597,ACC-104601,tier 1,10,3,370,no,
STRM-104598,ACC-104602,tier 3,5,3,301,no,
STRM-104599,ACC-104603,tier 3,5,3,573,no,
STRM-104600,ACC-104604,tier 2,7,3,74,yes,switch to competitor
STRM-104601,ACC-104605,tier 3,5,3,543,no,
STRM-104602,ACC-104606,tier 3,5,3,397,no,
STRM-104603,ACC-104607,tier 3,5,3,422,no,
STRM-104604,ACC-104608,tier 1,10,3,327,yes,switch to competitor
STRM-104605,ACC-104609,tier 3,5,3,363,no,
STRM-104606,ACC-104610,tier 2,7,3,576,no,
STRM-104607,ACC-104611,tier 2,7,3,585,no,
STRM-104608,ACC-104612,tier 1,10,3,430,no,
STRM-104609,ACC-104613,tier 2,7,3,409,no,
STRM-104610,ACC-104614,tier 1,10,3,379,no,
STRM-104611,ACC-104615,tier 1,10,3,144,yes,switch to competitor
STRM-104612,ACC-104616,tier 2,7,3,133,yes,too expensive
STRM-104613,ACC-104617,tier 3,5,3,166,yes,not enough content
STRM-104614,ACC-104618,tier 3,5,3,223,yes,too expensive
STRM-104615,ACC-104619,tier 2,7,3,362,no,
STRM-104616,ACC-104620,tier 3,5,3,125,yes,not enough content
STRM-104617,ACC-104621,tier 3,5,3,482,no,
STRM-104618,ACC-104622,tier 3,5,3,327,no,
STRM-104619,ACC-104623,tier 1,10,3,514,no,
STRM-104620,ACC-104624,tier 2,7,3,481,no,
STRM-104621,ACC-104625,tier 3,5,3,395,no,
STRM-104622,ACC-104626,tier 2,7,3,192,yes,not enough content
STRM-104623,ACC-104627,tier 2,7,3,406,no,
STRM-104624,ACC-104628,tier 2,7,3,251,no,
STRM-104625,ACC-104629,tier 2,7,3,525,no,
STRM-104626,ACC-104630,tier 2,7,3,488,no,
STRM-104627,ACC-104631,tier 1,10,3,461,no,
STRM-104628,ACC-104632,tier 2,7,3,431,no,
STRM-104629,ACC-104633,tier 3,5,3,81,yes,too expensive
STRM-104630,ACC-104634,tier 3,5,3,374,no,
STRM-104631,ACC-104635,tier 1,10,3,579,no,
STRM-104632,ACC-104636,tier 3,5,3,495,no,
STRM-104633,ACC-104637,tier 2,7,3,28,yes,switch to competitor
STRM-104634,ACC-104638,tier 2,7,3,528,no,
STRM-104635,ACC-104639,tier 3,5,3,318,no,
STRM-104636,ACC-104640,tier 3,5,3,537,no,
STRM-104637,ACC-104641,tier 3,5,3,559,no,
STRM-104638,ACC-104642,tier 2,7,3,284,no,
STRM-104639,ACC-104643,tier 3,5,3,48,yes,not enough content
STRM-104640,ACC-104644,tier 1,10,3,121,yes,switch to competitor
STRM-104641,ACC-104645,tier 2,7,3,538,no,
STRM-104642,ACC-104646,tier 2,7,3,311,yes,too expensive
STRM-104643,ACC-104647,tier 2,7,3,49,yes,switch to competitor
STRM-104644,ACC-104648,tier 2,7,3,291,no,
STRM-104645,ACC-104649,tier 3,5,3,24,yes,not enough content
STRM-104646,ACC-104650,tier 1,10,3,259,yes,not enough content
STRM-104647,ACC-104651,tier 1,10,3,504,no,
STRM-104648,ACC-104652,tier 2,7,3,303,no,
STRM-104649,ACC-104653,tier 2,7,3,294,yes,not enough content
STRM-104650,ACC-104654,tier 3,5,3,123,yes,too expensive
STRM-104651,ACC-104655,tier 2,7,3,235,no,
STRM-104652,ACC-104656,tier 1,10,3,298,yes,not enough content
STRM-104653,ACC-104657,tier 3,5,3,342,no,
STRM-104654,ACC-104658,tier 2,7,3,56,yes,too expensive
STRM-104655,ACC-104659,tier 1,10,3,22,yes,switch to competitor
STRM-104656,ACC-104660,tier 2,7,3,581,no,
STRM-104657,ACC-104661,tier 2,7,3,408,no,
STRM-104658,ACC-104662,tier 2,7,3,502,no,
STRM-104659,ACC-104663,tier 2,7,3,519,no,
STRM-104660,ACC-104664,tier 3,5,3,526,no,
STRM-104661,ACC-104665,tier 3,5,3,22,yes,not enough content
STRM-104662,ACC-104666,tier 2,7,3,385,no,
STRM-104663,ACC-104667,tier 1,10,3,362,no,
STRM-104664,ACC-104668,tier 3,5,3,271,no,
STRM-104665,ACC-104669,tier 2,7,3,516,no,
STRM-104666,ACC-104670,tier 2,7,3,212,yes,not enough content
STRM-104667,ACC-104671,tier 2,7,3,584,no,
STRM-104668,ACC-104672,tier 3,5,3,97,yes,not enough content
STRM-104669,ACC-104673,tier 2,7,3,233,no,
STRM-104670,ACC-104674,tier 1,10,3,518,no,
STRM-104671,ACC-104675,tier 2,7,3,576,no,
STRM-104672,ACC-104676,tier 3,5,3,326,yes,switch to competitor
STRM-104673,ACC-104677,tier 1,10,3,537,no,
STRM-104674,ACC-104678,tier 3,5,3,178,yes,not enough content
STRM-104675,ACC-104679,tier 2,7,3,463,no,
STRM-104676,ACC-104680,tier 2,7,3,430,no,
STRM-104677,ACC-104681,tier 2,7,3,297,yes,too expensive
STRM-104678,ACC-104682,tier 1,10,3,509,no,
